crop_name,amount_usd,amount_tzs,trading_hub,recorded_date
SORGHUM,32.65,84890.00,Mbeya Border Market,2024-07-01
SORGHUM,34.70,90220.00,Tanga Coastal Exchange,2024-07-01
SORGHUM,31.98,83148.00,Tabora Grain Yard,2024-07-01
SORGHUM,35.72,92872.00,Kigoma Lake Hub,2024-07-01
CASSAVA,24.31,63206.00,Dar Es Salaam Wholesale,2024-07-01
CASSAVA,23.11,60086.00,Mwanza Central Hub,2024-07-01
CASSAVA,24.98,64948.00,Arusha North Hub,2024-07-01
CASSAVA,23.79,61854.00,Dodoma Wholesale Hub,2024-07-01
CASSAVA,22.60,58760.00,Mbeya Border Market,2024-07-01
CASSAVA,23.99,62374.00,Tanga Coastal Exchange,2024-07-01
CASSAVA,22.10,57460.00,Tabora Grain Yard,2024-07-01
CASSAVA,24.67,64142.00,Kigoma Lake Hub,2024-07-01
POTATO,31.49,81874.00,Dar Es Salaam Wholesale,2024-07-01
POTATO,30.00,78000.00,Mwanza Central Hub,2024-07-01
POTATO,32.48,84448.00,Arusha North Hub,2024-07-01
POTATO,30.98,80548.00,Dodoma Wholesale Hub,2024-07-01
POTATO,29.48,76648.00,Mbeya Border Market,2024-07-01
POTATO,31.35,81510.00,Tanga Coastal Exchange,2024-07-01
POTATO,28.92,75192.00,Tabora Grain Yard,2024-07-01
POTATO,32.34,84084.00,Kigoma Lake Hub,2024-07-01
GROUNDNUT,77.08,200408.00,Dar Es Salaam Wholesale,2024-07-01
GROUNDNUT,73.23,190398.00,Mwanza Central Hub,2024-07-01
GROUNDNUT,79.10,205660.00,Arusha North Hub,2024-07-01
GROUNDNUT,75.26,195676.00,Dodoma Wholesale Hub,2024-07-01
GROUNDNUT,71.44,185744.00,Mbeya Border Market,2024-07-01
GROUNDNUT,75.80,197080.00,Tanga Coastal Exchange,2024-07-01
GROUNDNUT,69.76,181376.00,Tabora Grain Yard,2024-07-01
GROUNDNUT,77.82,202332.00,Kigoma Lake Hub,2024-07-01
SUNFLOWER,58.18,151268.00,Dar Es Salaam Wholesale,2024-07-01
SUNFLOWER,55.45,144170.00,Mwanza Central Hub,2024-07-01
SUNFLOWER,60.07,156182.00,Arusha North Hub,2024-07-01
SUNFLOWER,57.33,149058.00,Dodoma Wholesale Hub,2024-07-01
SUNFLOWER,54.58,141908.00,Mbeya Border Market,2024-07-01
SUNFLOWER,58.08,151008.00,Tanga Coastal Exchange,2024-07-01
SUNFLOWER,53.61,139386.00,Tabora Grain Yard,2024-07-01
SUNFLOWER,59.98,155948.00,Kigoma Lake Hub,2024-07-01
COFFEE,82.82,215332.00,Dar Es Salaam Wholesale,2024-07-01
COFFEE,78.67,204542.00,Mwanza Central Hub,2024-07-01
COFFEE,84.96,220896.00,Arusha North Hub,2024-07-01
COFFEE,80.82,210132.00,Dodoma Wholesale Hub,2024-07-01
COFFEE,76.69,199394.00,Mbeya Border Market,2024-07-01
COFFEE,81.35,211510.00,Tanga Coastal Exchange,2024-07-01
COFFEE,74.84,194584.00,Tabora Grain Yard,2024-07-01
COFFEE,83.46,216996.00,Kigoma Lake Hub,2024-07-01
CASHEW,93.65,243490.00,Dar Es Salaam Wholesale,2024-07-01
CASHEW,89.23,231998.00,Mwanza Central Hub,2024-07-01
CASHEW,96.65,251290.00,Arusha North Hub,2024-07-01
CASHEW,92.23,239798.00,Dodoma Wholesale Hub,2024-07-01
CASHEW,87.79,228254.00,Mbeya Border Market,2024-07-01
CASHEW,93.41,242866.00,Tanga Coastal Exchange,2024-07-01
CASHEW,86.21,224146.00,Tabora Grain Yard,2024-07-01
CASHEW,96.44,250744.00,Kigoma Lake Hub,2024-07-01
COCONUT,80.06,208156.00,Dar Es Salaam Wholesale,2024-07-01
COCONUT,76.08,197808.00,Mwanza Central Hub,2024-07-01
COCONUT,82.20,213720.00,Arusha North Hub,2024-07-01
COCONUT,78.23,203398.00,Dodoma Wholesale Hub,2024-07-01
COCONUT,74.27,193102.00,Mbeya Border Market,2024-07-01
COCONUT,78.81,204906.00,Tanga Coastal Exchange,2024-07-01
COCONUT,72.54,188604.00,Tabora Grain Yard,2024-07-01
COCONUT,80.93,210418.00,Kigoma Lake Hub,2024-07-01
MAIZE,44.93,116818.00,Dar Es Salaam Wholesale,2024-07-08
MAIZE,42.80,111280.00,Mwanza Central Hub,2024-07-08
MAIZE,46.35,120510.00,Arusha North Hub,2024-07-08
MAIZE,44.22,114972.00,Dodoma Wholesale Hub,2024-07-08
MAIZE,42.08,109408.00,Mbeya Border Market,2024-07-08
MAIZE,44.77,116402.00,Tanga Coastal Exchange,2024-07-08
MAIZE,41.32,107432.00,Tabora Grain Yard,2024-07-08
MAIZE,46.21,120146.00,Kigoma Lake Hub,2024-07-08
RICE,61.23,159198.00,Dar Es Salaam Wholesale,2024-07-08
RICE,58.21,151346.00,Mwanza Central Hub,2024-07-08
RICE,62.91,163566.00,Arusha North Hub,2024-07-08
RICE,59.89,155714.00,Dodoma Wholesale Hub,2024-07-08
RICE,56.87,147862.00,Mbeya Border Market,2024-07-08
RICE,60.37,156962.00,Tanga Coastal Exchange,2024-07-08
RICE,55.58,144508.00,Tabora Grain Yard,2024-07-08
RICE,62.03,161278.00,Kigoma Lake Hub,2024-07-08
BEANS,61.10,158860.00,Dar Es Salaam Wholesale,2024-07-08
BEANS,58.16,151216.00,Mwanza Central Hub,2024-07-08
BEANS,62.94,163644.00,Arusha North Hub,2024-07-08
BEANS,60.00,156000.00,Dodoma Wholesale Hub,2024-07-08
BEANS,57.06,148356.00,Mbeya Border Market,2024-07-08
BEANS,60.66,157716.00,Tanga Coastal Exchange,2024-07-08
BEANS,55.93,145418.00,Tabora Grain Yard,2024-07-08
BEANS,62.51,162526.00,Kigoma Lake Hub,2024-07-08
WHEAT,42.28,109928.00,Dar Es Salaam Wholesale,2024-07-08
WHEAT,40.24,104624.00,Mwanza Central Hub,2024-07-08
WHEAT,43.52,113152.00,Arusha North Hub,2024-07-08
WHEAT,41.47,107822.00,Dodoma Wholesale Hub,2024-07-08
WHEAT,39.42,102492.00,Mbeya Border Market,2024-07-08
WHEAT,41.88,108888.00,Tanga Coastal Exchange,2024-07-08
WHEAT,38.59,100334.00,Tabora Grain Yard,2024-07-08
WHEAT,43.10,112060.00,Kigoma Lake Hub,2024-07-08
SORGHUM,32.55,84630.00,Dar Es Salaam Wholesale,2024-07-08
SORGHUM,30.95,80470.00,Mwanza Central Hub,2024-07-08
SORGHUM,33.46,86996.00,Arusha North Hub,2024-07-08
SORGHUM,31.87,82862.00,Dodoma Wholesale Hub,2024-07-08
SORGHUM,30.27,78702.00,Mbeya Border Market,2024-07-08
SORGHUM,32.15,83590.00,Tanga Coastal Exchange,2024-07-08
SORGHUM,29.62,77012.00,Tabora Grain Yard,2024-07-08
SORGHUM,33.07,85982.00,Kigoma Lake Hub,2024-07-08
CASSAVA,25.66,66716.00,Dar Es Salaam Wholesale,2024-07-08
CASSAVA,24.44,63544.00,Mwanza Central Hub,2024-07-08
CASSAVA,26.46,68796.00,Arusha North Hub,2024-07-08
CASSAVA,25.23,65598.00,Dodoma Wholesale Hub,2024-07-08
CASSAVA,24.00,62400.00,Mbeya Border Market,2024-07-08
CASSAVA,25.53,66378.00,Tanga Coastal Exchange,2024-07-08
CASSAVA,23.54,61204.00,Tabora Grain Yard,2024-07-08
CASSAVA,26.32,68432.00,Kigoma Lake Hub,2024-07-08
POTATO,30.88,80288.00,Dar Es Salaam Wholesale,2024-07-08
POTATO,29.34,76284.00,Mwanza Central Hub,2024-07-08
POTATO,31.70,82420.00,Arusha North Hub,2024-07-08
POTATO,30.16,78416.00,Dodoma Wholesale Hub,2024-07-08
POTATO,28.63,74438.00,Mbeya Border Market,2024-07-08
POTATO,30.39,79014.00,Tanga Coastal Exchange,2024-07-08
POTATO,27.97,72722.00,Tabora Grain Yard,2024-07-08
POTATO,31.20,81120.00,Kigoma Lake Hub,2024-07-08
GROUNDNUT,75.45,196170.00,Dar Es Salaam Wholesale,2024-07-08
GROUNDNUT,71.90,186940.00,Mwanza Central Hub,2024-07-08
GROUNDNUT,77.89,202514.00,Arusha North Hub,2024-07-08
GROUNDNUT,74.33,193258.00,Dodoma Wholesale Hub,2024-07-08
GROUNDNUT,70.76,183976.00,Mbeya Border Market,2024-07-08
GROUNDNUT,75.29,195754.00,Tanga Coastal Exchange,2024-07-08
GROUNDNUT,69.49,180674.00,Tabora Grain Yard,2024-07-08
GROUNDNUT,77.74,202124.00,Kigoma Lake Hub,2024-07-08
SUNFLOWER,57.58,149708.00,Dar Es Salaam Wholesale,2024-07-08
SUNFLOWER,54.70,142220.00,Mwanza Central Hub,2024-07-08
SUNFLOWER,63.99,166374.00,Arusha North Hub,2024-07-08
SUNFLOWER,60.88,158288.00,Dodoma Wholesale Hub,2024-07-08
SUNFLOWER,57.78,150228.00,Mbeya Border Market,2024-07-08
SUNFLOWER,61.29,159354.00,Tanga Coastal Exchange,2024-07-08
SUNFLOWER,56.40,146640.00,Tabora Grain Yard,2024-07-08
SUNFLOWER,62.90,163540.00,Kigoma Lake Hub,2024-07-08
COFFEE,86.47,224822.00,Dar Es Salaam Wholesale,2024-07-08
COFFEE,82.39,214214.00,Mwanza Central Hub,2024-07-08
COFFEE,89.25,232050.00,Arusha North Hub,2024-07-08
COFFEE,85.17,221442.00,Dodoma Wholesale Hub,2024-07-08
COFFEE,81.08,210808.00,Mbeya Border Market,2024-07-08
COFFEE,86.27,224302.00,Tanga Coastal Exchange,2024-07-08
COFFEE,79.63,207038.00,Tabora Grain Yard,2024-07-08
COFFEE,89.08,231608.00,Kigoma Lake Hub,2024-07-08
CASHEW,93.97,244322.00,Dar Es Salaam Wholesale,2024-07-08
CASHEW,89.30,232180.00,Mwanza Central Hub,2024-07-08
CASHEW,96.46,250796.00,Arusha North Hub,2024-07-08
CASHEW,91.79,238654.00,Dodoma Wholesale Hub,2024-07-08
CASHEW,87.13,226538.00,Mbeya Border Market,2024-07-08
CASHEW,92.45,240370.00,Tanga Coastal Exchange,2024-07-08
CASHEW,85.08,221208.00,Tabora Grain Yard,2024-07-08
CASHEW,94.90,246740.00,Kigoma Lake Hub,2024-07-08
COCONUT,76.95,200070.00,Dar Es Salaam Wholesale,2024-07-08
COCONUT,73.28,190528.00,Mwanza Central Hub,2024-07-08
COCONUT,79.34,206284.00,Arusha North Hub,2024-07-08
COCONUT,75.68,196768.00,Dodoma Wholesale Hub,2024-07-08
COCONUT,72.01,187226.00,Mbeya Border Market,2024-07-08
COCONUT,76.59,199134.00,Tanga Coastal Exchange,2024-07-08
COCONUT,70.66,183716.00,Tabora Grain Yard,2024-07-08
COCONUT,79.02,205452.00,Kigoma Lake Hub,2024-07-08
MAIZE,46.50,120900.00,Dar Es Salaam Wholesale,2024-07-15
MAIZE,44.20,114920.00,Mwanza Central Hub,2024-07-15
MAIZE,47.76,124176.00,Arusha North Hub,2024-07-15
MAIZE,45.46,118196.00,Dodoma Wholesale Hub,2024-07-15
MAIZE,43.17,112242.00,Mbeya Border Market,2024-07-15
MAIZE,45.81,119106.00,Tanga Coastal Exchange,2024-07-15
MAIZE,42.17,109642.00,Tabora Grain Yard,2024-07-15
MAIZE,47.05,122330.00,Kigoma Lake Hub,2024-07-15
RICE,57.56,149656.00,Dar Es Salaam Wholesale,2024-07-15
RICE,54.80,142480.00,Mwanza Central Hub,2024-07-15
RICE,59.31,154206.00,Arusha North Hub,2024-07-15
RICE,56.55,147030.00,Dodoma Wholesale Hub,2024-07-15
RICE,53.79,139854.00,Mbeya Border Market,2024-07-15
RICE,57.19,148694.00,Tanga Coastal Exchange,2024-07-15
RICE,52.75,137150.00,Tabora Grain Yard,2024-07-15
RICE,58.97,153322.00,Kigoma Lake Hub,2024-07-15
BEANS,66.06,171756.00,Dar Es Salaam Wholesale,2024-07-15
BEANS,62.84,163384.00,Mwanza Central Hub,2024-07-15
BEANS,67.96,176696.00,Arusha North Hub,2024-07-15
BEANS,64.74,168324.00,Dodoma Wholesale Hub,2024-07-15
BEANS,61.53,159978.00,Mbeya Border Market,2024-07-15
BEANS,65.35,169910.00,Tanga Coastal Exchange,2024-07-15
BEANS,60.21,156546.00,Tabora Grain Yard,2024-07-15
BEANS,67.24,174824.00,Kigoma Lake Hub,2024-07-15
WHEAT,39.15,101790.00,Dar Es Salaam Wholesale,2024-07-15
WHEAT,37.24,96824.00,Mwanza Central Hub,2024-07-15
WHEAT,40.26,104676.00,Arusha North Hub,2024-07-15
WHEAT,38.35,99710.00,Dodoma Wholesale Hub,2024-07-15
WHEAT,36.44,94744.00,Mbeya Border Market,2024-07-15
WHEAT,38.71,100646.00,Tanga Coastal Exchange,2024-07-15
WHEAT,35.67,92742.00,Tabora Grain Yard,2024-07-15
WHEAT,39.84,103584.00,Kigoma Lake Hub,2024-07-15
SORGHUM,34.70,90220.00,Dar Es Salaam Wholesale,2024-07-15
SORGHUM,33.05,85930.00,Mwanza Central Hub,2024-07-15
SORGHUM,35.77,93002.00,Arusha North Hub,2024-07-15
SORGHUM,34.11,88686.00,Dodoma Wholesale Hub,2024-07-15
SORGHUM,32.44,84344.00,Mbeya Border Market,2024-07-15
SORGHUM,34.49,89674.00,Tanga Coastal Exchange,2024-07-15
SORGHUM,31.81,82706.00,Tabora Grain Yard,2024-07-15
SORGHUM,35.55,92430.00,Kigoma Lake Hub,2024-07-15
CASSAVA,24.79,64454.00,Dar Es Salaam Wholesale,2024-07-15
CASSAVA,23.55,61230.00,Mwanza Central Hub,2024-07-15
CASSAVA,25.45,66170.00,Arusha North Hub,2024-07-15
CASSAVA,24.22,62972.00,Dodoma Wholesale Hub,2024-07-15
CASSAVA,22.99,59774.00,Mbeya Border Market,2024-07-15
CASSAVA,24.40,63440.00,Tanga Coastal Exchange,2024-07-15
CASSAVA,22.47,58422.00,Tabora Grain Yard,2024-07-15
CASSAVA,25.07,65182.00,Kigoma Lake Hub,2024-07-15
POTATO,30.80,80080.00,Dar Es Salaam Wholesale,2024-07-15
POTATO,29.35,76310.00,Mwanza Central Hub,2024-07-15
POTATO,31.79,82654.00,Arusha North Hub,2024-07-15
POTATO,30.34,78884.00,Dodoma Wholesale Hub,2024-07-15
POTATO,28.88,75088.00,Mbeya Border Market,2024-07-15
POTATO,30.72,79872.00,Tanga Coastal Exchange,2024-07-15
POTATO,28.35,73710.00,Tabora Grain Yard,2024-07-15
POTATO,31.71,82446.00,Kigoma Lake Hub,2024-07-15
GROUNDNUT,79.26,206076.00,Dar Es Salaam Wholesale,2024-07-15
GROUNDNUT,75.30,195780.00,Mwanza Central Hub,2024-07-15
GROUNDNUT,81.32,211432.00,Arusha North Hub,2024-07-15
GROUNDNUT,77.37,201162.00,Dodoma Wholesale Hub,2024-07-15
GROUNDNUT,73.42,190892.00,Mbeya Border Market,2024-07-15
GROUNDNUT,77.89,202514.00,Tanga Coastal Exchange,2024-07-15
GROUNDNUT,71.68,186368.00,Tabora Grain Yard,2024-07-15
GROUNDNUT,79.94,207844.00,Kigoma Lake Hub,2024-07-15
SUNFLOWER,61.36,159536.00,Dar Es Salaam Wholesale,2024-07-15
SUNFLOWER,58.47,152022.00,Mwanza Central Hub,2024-07-15
SUNFLOWER,63.34,164684.00,Arusha North Hub,2024-07-15
SUNFLOWER,60.44,157144.00,Dodoma Wholesale Hub,2024-07-15
SUNFLOWER,57.54,149604.00,Mbeya Border Market,2024-07-15
SUNFLOWER,61.23,159198.00,Tanga Coastal Exchange,2024-07-15
SUNFLOWER,56.51,146926.00,Tabora Grain Yard,2024-07-15
SUNFLOWER,63.22,164372.00,Kigoma Lake Hub,2024-07-15
COFFEE,85.21,221546.00,Dar Es Salaam Wholesale,2024-07-15
COFFEE,80.96,210496.00,Mwanza Central Hub,2024-07-15
COFFEE,87.45,227370.00,Arusha North Hub,2024-07-15
COFFEE,83.20,216320.00,Dodoma Wholesale Hub,2024-07-15
COFFEE,78.97,205322.00,Mbeya Border Market,2024-07-15
COFFEE,83.78,217828.00,Tanga Coastal Exchange,2024-07-15
COFFEE,77.09,200434.00,Tabora Grain Yard,2024-07-15
COFFEE,85.99,223574.00,Kigoma Lake Hub,2024-07-15
CASHEW,91.65,238290.00,Dar Es Salaam Wholesale,2024-07-15
CASHEW,87.29,226954.00,Mwanza Central Hub,2024-07-15
CASHEW,94.53,245778.00,Arusha North Hub,2024-07-15
CASHEW,90.18,234468.00,Dodoma Wholesale Hub,2024-07-15
CASHEW,85.81,223106.00,Mbeya Border Market,2024-07-15
CASHEW,91.29,237354.00,Tanga Coastal Exchange,2024-07-15
CASHEW,84.23,218998.00,Tabora Grain Yard,2024-07-15
CASHEW,94.20,244920.00,Kigoma Lake Hub,2024-07-15
COCONUT,81.47,211822.00,Dar Es Salaam Wholesale,2024-07-15
COCONUT,77.47,201422.00,Mwanza Central Hub,2024-07-15
COCONUT,83.73,217698.00,Arusha North Hub,2024-07-15
COCONUT,79.72,207272.00,Dodoma Wholesale Hub,2024-07-15
COCONUT,75.72,196872.00,Mbeya Border Market,2024-07-15
COCONUT,80.38,208988.00,Tanga Coastal Exchange,2024-07-15
COCONUT,74.02,192452.00,Tabora Grain Yard,2024-07-15
COCONUT,82.61,214786.00,Kigoma Lake Hub,2024-07-15
MAIZE,44.17,114842.00,Dar Es Salaam Wholesale,2024-07-22
MAIZE,42.06,109356.00,Mwanza Central Hub,2024-07-22
MAIZE,45.53,118378.00,Arusha North Hub,2024-07-22
MAIZE,43.42,112892.00,Dodoma Wholesale Hub,2024-07-22
MAIZE,41.31,107406.00,Mbeya Border Market,2024-07-22
MAIZE,43.93,114218.00,Tanga Coastal Exchange,2024-07-22
MAIZE,40.52,105352.00,Tabora Grain Yard,2024-07-22
MAIZE,45.31,117806.00,Kigoma Lake Hub,2024-07-22
RICE,61.94,161044.00,Dar Es Salaam Wholesale,2024-07-22
RICE,58.91,153166.00,Mwanza Central Hub,2024-07-22
RICE,63.70,165620.00,Arusha North Hub,2024-07-22
RICE,60.67,157742.00,Dodoma Wholesale Hub,2024-07-22
RICE,57.64,149864.00,Mbeya Border Market,2024-07-22
RICE,61.22,159172.00,Tanga Coastal Exchange,2024-07-22
RICE,56.39,146614.00,Tabora Grain Yard,2024-07-22
RICE,62.96,163696.00,Kigoma Lake Hub,2024-07-22
BEANS,61.06,158756.00,Dar Es Salaam Wholesale,2024-07-22
BEANS,58.08,151008.00,Mwanza Central Hub,2024-07-22
BEANS,62.82,163332.00,Arusha North Hub,2024-07-22
BEANS,59.85,155610.00,Dodoma Wholesale Hub,2024-07-22
BEANS,56.88,147888.00,Mbeya Border Market,2024-07-22
BEANS,60.43,157118.00,Tanga Coastal Exchange,2024-07-22
BEANS,55.69,144794.00,Tabora Grain Yard,2024-07-22
BEANS,62.21,161746.00,Kigoma Lake Hub,2024-07-22
WHEAT,42.07,109382.00,Dar Es Salaam Wholesale,2024-07-22
WHEAT,40.05,104130.00,Mwanza Central Hub,2024-07-22
WHEAT,43.35,112710.00,Arusha North Hub,2024-07-22
WHEAT,41.33,107458.00,Dodoma Wholesale Hub,2024-07-22
WHEAT,39.30,102180.00,Mbeya Border Market,2024-07-22
WHEAT,41.78,108628.00,Tanga Coastal Exchange,2024-07-22
WHEAT,38.52,100152.00,Tabora Grain Yard,2024-07-22
WHEAT,43.04,111904.00,Kigoma Lake Hub,2024-07-22
SORGHUM,33.09,86034.00,Dar Es Salaam Wholesale,2024-07-22
SORGHUM,31.45,81770.00,Mwanza Central Hub,2024-07-22
SORGHUM,33.98,88348.00,Arusha North Hub,2024-07-22
SORGHUM,32.34,84084.00,Dodoma Wholesale Hub,2024-07-22
SORGHUM,30.71,79846.00,Mbeya Border Market,2024-07-22
SORGHUM,32.60,84760.00,Tanga Coastal Exchange,2024-07-22
SORGHUM,30.01,78026.00,Tabora Grain Yard,2024-07-22
SORGHUM,33.50,87100.00,Kigoma Lake Hub,2024-07-22
CASSAVA,25.16,65416.00,Dar Es Salaam Wholesale,2024-07-22
CASSAVA,23.97,62322.00,Mwanza Central Hub,2024-07-22
CASSAVA,25.96,67496.00,Arusha North Hub,2024-07-22
CASSAVA,24.77,64402.00,Dodoma Wholesale Hub,2024-07-22
CASSAVA,23.57,61282.00,Mbeya Border Market,2024-07-22
CASSAVA,25.08,65208.00,Tanga Coastal Exchange,2024-07-22
CASSAVA,23.14,60164.00,Tabora Grain Yard,2024-07-22
CASSAVA,25.88,67288.00,Kigoma Lake Hub,2024-07-22
POTATO,31.72,82472.00,Dar Es Salaam Wholesale,2024-07-22
POTATO,30.14,78364.00,Mwanza Central Hub,2024-07-22
POTATO,32.55,84630.00,Arusha North Hub,2024-07-22
POTATO,30.97,80522.00,Dodoma Wholesale Hub,2024-07-22
POTATO,29.39,76414.00,Mbeya Border Market,2024-07-22
POTATO,31.18,81068.00,Tanga Coastal Exchange,2024-07-22
POTATO,28.69,74594.00,Tabora Grain Yard,2024-07-22
POTATO,32.00,83200.00,Kigoma Lake Hub,2024-07-22
GROUNDNUT,79.54,206804.00,Dar Es Salaam Wholesale,2024-07-22
GROUNDNUT,75.80,197080.00,Mwanza Central Hub,2024-07-22
GROUNDNUT,82.11,213486.00,Arusha North Hub,2024-07-22
GROUNDNUT,78.36,203736.00,Dodoma Wholesale Hub,2024-07-22
GROUNDNUT,68.86,179036.00,Mbeya Border Market,2024-07-22
GROUNDNUT,73.28,190528.00,Tanga Coastal Exchange,2024-07-22
GROUNDNUT,67.65,175890.00,Tabora Grain Yard,2024-07-22
GROUNDNUT,75.69,196794.00,Kigoma Lake Hub,2024-07-22
SUNFLOWER,59.32,154232.00,Dar Es Salaam Wholesale,2024-07-22
SUNFLOWER,56.35,146510.00,Mwanza Central Hub,2024-07-22
SUNFLOWER,60.86,158236.00,Arusha North Hub,2024-07-22
SUNFLOWER,57.90,150540.00,Dodoma Wholesale Hub,2024-07-22
SUNFLOWER,54.95,142870.00,Mbeya Border Market,2024-07-22
SUNFLOWER,58.29,151554.00,Tanga Coastal Exchange,2024-07-22
SUNFLOWER,53.64,139464.00,Tabora Grain Yard,2024-07-22
SUNFLOWER,59.82,155532.00,Kigoma Lake Hub,2024-07-22
COFFEE,84.47,219622.00,Dar Es Salaam Wholesale,2024-07-22
COFFEE,80.47,209222.00,Mwanza Central Hub,2024-07-22
COFFEE,87.15,226590.00,Arusha North Hub,2024-07-22
COFFEE,83.15,216190.00,Dodoma Wholesale Hub,2024-07-22
COFFEE,79.13,205738.00,Mbeya Border Market,2024-07-22
COFFEE,84.19,218894.00,Tanga Coastal Exchange,2024-07-22
COFFEE,77.69,201994.00,Tabora Grain Yard,2024-07-22
COFFEE,86.90,225940.00,Kigoma Lake Hub,2024-07-22
CASHEW,95.91,249366.00,Dar Es Salaam Wholesale,2024-07-22
CASHEW,91.17,237042.00,Mwanza Central Hub,2024-07-22
CASHEW,98.53,256178.00,Arusha North Hub,2024-07-22
CASHEW,93.80,243880.00,Dodoma Wholesale Hub,2024-07-22
CASHEW,89.07,231582.00,Mbeya Border Market,2024-07-22
CASHEW,94.54,245804.00,Tanga Coastal Exchange,2024-07-22
CASHEW,87.04,226304.00,Tabora Grain Yard,2024-07-22
CASHEW,97.13,252538.00,Kigoma Lake Hub,2024-07-22
COCONUT,76.07,197782.00,Dar Es Salaam Wholesale,2024-07-22
COCONUT,72.41,188266.00,Mwanza Central Hub,2024-07-22
COCONUT,78.36,203736.00,Arusha North Hub,2024-07-22
COCONUT,74.71,194246.00,Dodoma Wholesale Hub,2024-07-22
COCONUT,71.05,184730.00,Mbeya Border Market,2024-07-22
COCONUT,75.53,196378.00,Tanga Coastal Exchange,2024-07-22
COCONUT,69.65,181090.00,Tabora Grain Yard,2024-07-22
COCONUT,77.85,202410.00,Kigoma Lake Hub,2024-07-22
MAIZE,47.19,122694.00,Dar Es Salaam Wholesale,2024-07-29
MAIZE,44.88,116688.00,Mwanza Central Hub,2024-07-29
MAIZE,48.51,126126.00,Arusha North Hub,2024-07-29
MAIZE,46.20,120120.00,Dodoma Wholesale Hub,2024-07-29
MAIZE,43.89,114114.00,Mbeya Border Market,2024-07-29
MAIZE,46.60,121160.00,Tanga Coastal Exchange,2024-07-29
MAIZE,42.92,111592.00,Tabora Grain Yard,2024-07-29
MAIZE,47.91,124566.00,Kigoma Lake Hub,2024-07-29
RICE,57.30,148980.00,Dar Es Salaam Wholesale,2024-07-29
RICE,54.52,141752.00,Mwanza Central Hub,2024-07-29
RICE,58.97,153322.00,Arusha North Hub,2024-07-29
RICE,56.20,146120.00,Dodoma Wholesale Hub,2024-07-29
RICE,53.43,138918.00,Mbeya Border Market,2024-07-29
RICE,56.78,147628.00,Tanga Coastal Exchange,2024-07-29
RICE,52.33,136058.00,Tabora Grain Yard,2024-07-29
RICE,58.47,152022.00,Kigoma Lake Hub,2024-07-29
BEANS,65.95,171470.00,Dar Es Salaam Wholesale,2024-07-29
BEANS,62.77,163202.00,Mwanza Central Hub,2024-07-29
BEANS,67.93,176618.00,Arusha North Hub,2024-07-29
BEANS,64.74,168324.00,Dodoma Wholesale Hub,2024-07-29
BEANS,61.56,160056.00,Mbeya Border Market,2024-07-29
BEANS,65.43,170118.00,Tanga Coastal Exchange,2024-07-29
BEANS,60.31,156806.00,Tabora Grain Yard,2024-07-29
BEANS,67.38,175188.00,Kigoma Lake Hub,2024-07-29
WHEAT,39.67,103142.00,Dar Es Salaam Wholesale,2024-07-29
WHEAT,37.71,98046.00,Mwanza Central Hub,2024-07-29
WHEAT,40.75,105950.00,Arusha North Hub,2024-07-29
WHEAT,38.79,100854.00,Dodoma Wholesale Hub,2024-07-29
WHEAT,36.84,95784.00,Mbeya Border Market,2024-07-29
WHEAT,39.12,101712.00,Tanga Coastal Exchange,2024-07-29
WHEAT,36.02,93652.00,Tabora Grain Yard,2024-07-29
WHEAT,40.21,104546.00,Kigoma Lake Hub,2024-07-29
SORGHUM,34.12,88712.00,Dar Es Salaam Wholesale,2024-07-29
SORGHUM,32.50,84500.00,Mwanza Central Hub,2024-07-29
SORGHUM,35.20,91520.00,Arusha North Hub,2024-07-29
SORGHUM,33.58,87308.00,Dodoma Wholesale Hub,2024-07-29
SORGHUM,31.95,83070.00,Mbeya Border Market,2024-07-29
SORGHUM,33.99,88374.00,Tanga Coastal Exchange,2024-07-29
SORGHUM,31.36,81536.00,Tabora Grain Yard,2024-07-29
SORGHUM,35.06,91156.00,Kigoma Lake Hub,2024-07-29
CASSAVA,25.43,66118.00,Dar Es Salaam Wholesale,2024-07-29
CASSAVA,24.16,62816.00,Mwanza Central Hub,2024-07-29
CASSAVA,26.09,67834.00,Arusha North Hub,2024-07-29
CASSAVA,24.82,64532.00,Dodoma Wholesale Hub,2024-07-29
CASSAVA,23.56,61256.00,Mbeya Border Market,2024-07-29
CASSAVA,25.00,65000.00,Tanga Coastal Exchange,2024-07-29
CASSAVA,23.01,59826.00,Tabora Grain Yard,2024-07-29
CASSAVA,25.66,66716.00,Kigoma Lake Hub,2024-07-29
POTATO,29.99,77974.00,Dar Es Salaam Wholesale,2024-07-29
POTATO,28.58,74308.00,Mwanza Central Hub,2024-07-29
POTATO,30.96,80496.00,Arusha North Hub,2024-07-29
POTATO,29.55,76830.00,Dodoma Wholesale Hub,2024-07-29
POTATO,28.13,73138.00,Mbeya Border Market,2024-07-29
POTATO,29.94,77844.00,Tanga Coastal Exchange,2024-07-29
POTATO,27.64,71864.00,Tabora Grain Yard,2024-07-29
POTATO,30.92,80392.00,Kigoma Lake Hub,2024-07-29
GROUNDNUT,75.38,195988.00,Dar Es Salaam Wholesale,2024-07-29
GROUNDNUT,71.61,186186.00,Mwanza Central Hub,2024-07-29
GROUNDNUT,77.33,201058.00,Arusha North Hub,2024-07-29
GROUNDNUT,73.56,191256.00,Dodoma Wholesale Hub,2024-07-29
